"X","full_name","resale_price","registered_year","engine_capacity","insurance","transmission_type","kms_driven","owner_type","fuel_type","max_power","seats","mileage","body_type","city"
1684,"2018 Hyundai Xcent Prime T Plus CNG","₹ 4 Lakh","2018","1197 cc","Third Party insurance","Manual","70,000 Kms","First Owner","CNG","65.39bhp",5,"","Sedan","Jaipur"
1700,"2018 Maruti SX4 S Cross Zeta DDiS 200 SH","₹ 8.51 Lakh","2018","1248 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","88.5bhp",5,"25.1 kmpl","SUV","Jaipur"
1723,"2020 Hyundai Verna CRDi 1.6 SX","₹ 10 Lakh","2020","1582 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Diesel","126.2bhp",5,"22 kmpl","Sedan","Jaipur"
1757,"2020 Maruti Swift Dzire ZXI BSVI","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","88.50bhp",5,"22.41 kmpl","Sedan","Jaipur"
1758,"2018 Jeep Compass 1.4 Sport","₹ 9 Lakh","2018","1368 cc","Third Party insurance","Manual","90,000 Kms","Second Owner","Petrol","160bhp",5,"16 kmpl","SUV","Jaipur"
1759,"2018 Honda City i-VTEC V","₹ 8.25 Lakh","2018","1497 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Jaipur"
1760,"2019 Kia Seltos GTX","₹ 13 Lakh","2019","1353 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Jaipur"
1775,"2020 Mahindra XUV300 W8 BSVI","₹ 8.50 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","108.62bhp",5,"16.82 kmpl","SUV","Jaipur"
1777,"2020 Maruti Vitara Brezza ZXI","₹ 9 Lakh","2020","1462 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Petrol","103.26bhp",5,"17.03 kmpl","SUV","Jaipur"
1779,"2018 Maruti Baleno 1.2 Zeta","₹ 6.25 Lakh","2018","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Jaipur"
1797,"2019 Maruti Baleno 1.2 Alpha","₹ 6.50 Lakh","2019","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Jaipur"
1814,"2018 Honda Amaze VX i DTEC","₹ 6.25 Lakh","2018","1498 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","98.6bhp",5,"25.8 kmpl","Sedan","Jaipur"
1833,"2019 Hyundai Santro Sportz BSIV","₹ 4.20 Lakh","2019","1086 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","68bhp",5,"20.3 kmpl","Hatchback","Jaipur"
1843,"2020 Tata Harrier XZ BSIV","₹ 14.70 Lakh","2020","1956 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","138.1bhp",5,"17 kmpl","SUV","Jaipur"
1846,"2018 Renault Duster 85PS Diesel RxS","₹ 6.50 Lakh","2018","1461 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","83.8bhp",5,"19.87 kmpl","SUV","Jaipur"
1848,"2019 Honda City i-VTEC V","₹ 9.80 Lakh","2019","1497 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Jaipur"
1852,"2019 Honda WR-V i-DTEC VX","₹ 9 Lakh","2019","1498 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","98.6bhp",5,"25.5 kmpl","SUV","Jaipur"
1855,"2018 Volkswagen Polo 1.0 MPI Trendline","₹ 4.75 Lakh","2018","999 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","75bhp",5,"18.78 kmpl","Hatchback","Jaipur"
1860,"2018 Jeep Compass 1.4 Limited","₹ 14 Lakh","2018","1368 cc","Third Party insurance","Automatic","20,000 Kms","First Owner","Petrol","160bhp",5,"16 kmpl","SUV","Jaipur"
1863,"2020 Maruti Ciaz Delta BSVI","₹ 8 Lakh","2020","1462 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","103.25bhp",5,"20.65 kmpl","Sedan","Jaipur"
1868,"2020 Hyundai Grand i10 Nios Sportz","₹ 5.90 Lakh","2020","1197 cc","Third Party insurance","Manual","40,000 Kms","Second Owner","Petrol","81.86bhp",5,"20.7 kmpl","Hatchback","Jaipur"
1872,"2019 Hyundai Santro Sportz BSIV","₹ 4.45 Lakh","2019","1086 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","68bhp",5,"20.3 kmpl","Hatchback","Jaipur"
1874,"2020 Maruti Swift Dzire VXI BSVI","₹ 5 Lakh","2020","1197 cc","Third Party insurance","Manual","1,20,000 Kms","First Owner","Petrol","88.50bhp",5,"22.41 kmpl","Sedan","Jaipur"
1875,"2019 Hyundai Grand i10 1.2 CRDi Asta","₹ 5 Lakh","2019","1186 cc","Third Party insurance","Manual","90,000 Kms","Second Owner","Diesel","73.97bhp",5,"24 kmpl","Hatchback","Jaipur"
1878,"2020 Renault Triber RXZ BSVI","₹ 6.70 Lakh","2020","999 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","71.01bhp",7,"20 kmpl","MUV","Jaipur"
1882,"2019 Renault KWID RXT Optional","₹ 3 Lakh","2019","799 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","53.3bhp",5,"25.17 kmpl","Hatchback","Jaipur"
1883,"2020 Maruti Baleno Zeta","₹ 6.80 Lakh","2020","1197 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Jaipur"
1884,"2020 Maruti Baleno Zeta","₹ 6.80 Lakh","2020","1197 cc","Third Party insurance","Manual","70,000 Kms","Second Owner","Petrol","81.80bhp",5,"21.01 kmpl","Hatchback","Jaipur"
1885,"2020 Skoda Superb Laurin & klement BSVI","₹ 30 Lakh","2020","1984 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","187.74bhp",5,"15.1 kmpl","Sedan","Jaipur"
1887,"2019 Mahindra XUV300 W8 BSIV","₹ 10.20 Lakh","2019","1197 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","110bhp",5,"17 kmpl","SUV","Jaipur"
1888,"2019 Mahindra XUV300 W8 Diesel BSIV","₹ 10 Lakh","2019","1497 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","115bhp",5,"20 kmpl","SUV","Jaipur"
1889,"2018 Honda Amaze E i-VTEC","₹ 5.30 Lakh","2018","1198 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","86.7bhp",5,"17.8 kmpl","Sedan","Jaipur"
1893,"2019 Renault KWID 1.0 RXT Optional AT 2016-2019","₹ 3.70 Lakh","2019","999 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","67bhp",5,"23.01 kmpl","Hatchback","Jaipur"
1895,"2020 MG Hector Sharp Diesel MT BSIV","₹ 15.50 Lakh","2020","1956 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","167.68bhp",5,"17.41 kmpl","SUV","Jaipur"
1899,"2020 Maruti Vitara Brezza LXI","₹ 7.50 Lakh","2020","1462 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","103.26bhp",5,"17.03 kmpl","SUV","Jaipur"
1913,"2020 Maruti Swift Dzire AMT ZXI","₹ 7.50 Lakh","2020","1197 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","81.80bhp",5,"21.21 kmpl","Sedan","Jaipur"
1917,"2019 Honda Amaze E Petrol BSIV","₹ 6.10 Lakh","2019","1199 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","88.76bhp",5,"19.5 kmpl","Sedan","Jaipur"
1919,"2020 Maruti Swift Dzire VXI BSVI","₹ 7.25 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","Second Owner","Petrol","88.50bhp",5,"22.41 kmpl","Sedan","Jaipur"
1930,"2018 Maruti Alto K10 VXI","₹ 3.70 Lakh","2018","998 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","67.05bhp",5,"23.95 kmpl","Hatchback","Jaipur"
1931,"2018 Maruti Alto K10 VXI","₹ 3.70 Lakh","2018","998 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","67.05bhp",5,"23.95 kmpl","Hatchback","Jaipur"
1934,"2018 Hyundai i20 1.2 Asta Option","₹ 6 Lakh","2018","1197 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Petrol","81.83bhp",5,"18.6 kmpl","Hatchback","Jaipur"
1939,"2018 Hyundai i20 Petrol Spotz","₹ 5.50 Lakh","2018","1197 cc","Third Party insurance","Manual","1,00,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Jaipur"
1945,"2020 Hyundai i20 Magna BSVI","₹ 6.50 Lakh","2020","1197 cc","Third Party insurance","Manual","30,000 Kms","Second Owner","Petrol","81.80bhp",5,"21 kmpl","Hatchback","Jaipur"
1947,"2020 Tata Nexon 1.5 Revotorq XZ Plus Dual Tone","₹ 9 Lakh","2020","1497 cc","Third Party insurance","Manual","1,00,000 Kms","First Owner","Diesel","108.5bhp",5,"21.5 kmpl","SUV","Jaipur"
1951,"2019 Audi A3 35 TFSI Technology","₹ 25 Lakh","2019","1395 cc","Third Party insurance","Automatic","20,000 Kms","Second Owner","Petrol","150bhp",5,"19.2 kmpl","Sedan","Jaipur"
1954,"2018 Maruti Vitara Brezza ZDi Plus","₹ 8.80 Lakh","2018","1248 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","88.5bhp",5,"24.3 kmpl","SUV","Jaipur"
1956,"2018 Maruti SX4 S Cross Zeta DDiS 200 SH","₹ 8 Lakh","2018","1248 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","88.5bhp",5,"25.1 kmpl","SUV","Jaipur"
1963,"2020 Renault Triber RXT BSVI","₹ 6.70 Lakh","2020","999 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","71.01bhp",7,"20 kmpl","MUV","Jaipur"
1969,"2019 Hyundai Verna VTVT 1.6 SX Option","₹ 10.50 Lakh","2019","1591 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Jaipur"
1975,"2020 Kia Carnival Limousine","₹ 30 Lakh","2020","2199 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Diesel","197.26bhp",7,"14.11 kmpl","MUV","Jaipur"
1984,"2020 Maruti Baleno RS Petrol","₹ 7 Lakh","2020","998 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","100.5bhp",5,"21.1 kmpl","Hatchback","Jaipur"
1988,"2018 Renault KWID RXT","₹ 3.50 Lakh","2018","799 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","53.3bhp",5,"25.17 kmpl","Hatchback","Jaipur"
2419,"2019 Toyota Innova Crysta 2.4 VX MT 8S BSIV","₹ 19 Lakh","2019","2393 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","147.8bhp",8,"13.68 kmpl","MUV","Jaipur"
2421,"2019 Renault KWID RXT AMT","₹ 1.90 Lakh","2019","799 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Petrol","53.3bhp",5,"25.17 kmpl","Hatchback","Jaipur"
2422,"2020 Maruti Swift Dzire VXI BSVI","₹ 7 Lakh","2020","1197 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Petrol","88.50bhp",5,"22.41 kmpl","Sedan","Jaipur"
2443,"2018 Honda City i-VTEC V","₹ 6 Lakh","2018","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Jaipur"
2451,"2019 Tata Nexon 1.2 Revotron XM","₹ 7.10 Lakh","2019","1198 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Jaipur"
2468,"2020 MG Hector Plus Smart DCT","₹ 15.50 Lakh","2020","1451 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","141bhp",6,"11.67 kmpl","SUV","Kolkata"
2483,"2020 MG Hector Sharp DCT","₹ 14.99 Lakh","2020","1451 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Kolkata"
2484,"2020 Tata Nexon XM S BSVI","₹ 7.63 Lakh","2020","1199 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","118.35bhp",5,"17.33 kmpl","SUV","Kolkata"
2488,"2020 MG Hector Sharp DCT","₹ 14.99 Lakh","2020","1451 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Kolkata"
2489,"2020 Mercedes-Benz C-Class Progressive C 220d","₹ 39.80 Lakh","2020","1950 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Diesel","194bhp",5,"12.6 kmpl","Sedan","Kolkata"
2501,"2020 Honda City ZX CVT","₹ 9.85 Lakh","2020","1498 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","119.35bhp",5,"18.3 kmpl","Sedan","Kolkata"
2507,"2020 Mahindra KUV 100 NXT G80 K4 Plus 6Str","₹ 4.70 Lakh","2020","1198 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Petrol","82bhp",6,"18.15 kmpl","Hatchback","Kolkata"
2521,"2019 Hyundai Creta 1.6 VTVT SX Plus","₹ 10.20 Lakh","2019","1591 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","121.3bhp",5,"13 kmpl","SUV","Kolkata"
2540,"2019 Hyundai i20 Petrol Spotz","₹ 6 Lakh","2019","1197 cc","Third Party insurance","Manual","10,000 Kms","Second Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Kolkata"
2543,"2019 Toyota Innova Crysta 2.4 GX MT BSIV","₹ 17 Lakh","2019","2393 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Diesel","147.8bhp",7,"13.68 kmpl","MUV","Kolkata"
2580,"2020 Mahindra Scorpio S11","₹ 15.30 Lakh","2020","2179 cc","Third Party insurance","Manual","90,000 Kms","First Owner","Diesel","136.78bhp",7,"15.4 kmpl","SUV","Kolkata"
2581,"2020 Kia Seltos HTX G","₹ 11.10 Lakh","2020","1497 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","113.43bhp",5,"16.8 kmpl","SUV","Kolkata"
2584,"2018 Jeep Compass 2.0 Limited Plus BSIV","₹ 12 Lakh","2018","1956 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","170.63bhp",5,"17.1 kmpl","SUV","Kolkata"
2600,"2019 Maruti Ciaz Alpha BSIV","₹ 8 Lakh","2019","1462 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","103.25bhp",5,"21.56 kmpl","Sedan","Kolkata"
2605,"2018 Hyundai Verna VTVT 1.4 E","₹ 6 Lakh","2018","1368 cc","Third Party insurance","Manual","40,000 Kms","Third Owner","Petrol","98.6bhp",5,"19.1 kmpl","Sedan","Kolkata"
2617,"2019 Maruti Ertiga ZXI Plus Petrol","₹ 8.50 Lakh","2019","1462 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","103bhp",7,"19.34 kmpl","MUV","Kolkata"
2622,"2019 Ford Endeavour 3.2 Titanium AT 4X4","₹ 28 Lakh","2019","3198 cc","Third Party insurance","Automatic","40,000 Kms","First Owner","Diesel","197bhp",7,"10.91 kmpl","SUV","Kolkata"
2623,"2019 Maruti Alto 800 Tour H","₹ 2.76 Lakh","2019","796 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Kolkata"
2637,"2020 Maruti XL6 Alpha","₹ 10.50 Lakh","2020","1462 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","103.2bhp",6,"19.01 kmpl","MUV","Kolkata"
2642,"2019 Hyundai Xcent 1.2 VTVT SX","₹ 5 Lakh","2019","1197 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","81.86bhp",5,"20.14 kmpl","Sedan","Kolkata"
2662,"2018 Hyundai Grand i10 1.2 Kappa Magna BSIV","₹ 4.90 Lakh","2018","1197 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","81.86bhp",5,"18.9 kmpl","Hatchback","Kolkata"
2676,"2018 Hyundai Elantra 2.0 SX Option AT","₹ 14 Lakh","2018","1999 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","149.92bhp",5,"14.62 kmpl","Sedan","Kolkata"
2698,"2018 Audi A3 35 TFSI Premium","₹ 18 Lakh","2018","1395 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","150bhp",5,"19.8 kmpl","Sedan","Kolkata"
2719,"2018 Maruti Baleno 1.2 Delta","₹ 5 Lakh","2018","1197 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","83.1bhp",5,"21.4 kmpl","Hatchback","Kolkata"
2732,"2020 MG Hector Sharp DCT","₹ 14 Lakh","2020","1451 cc","Third Party insurance","Automatic","60,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Kolkata"
2736,"2019 Mahindra XUV500 W11 Option BSIV","₹ 13.50 Lakh","2019","2179 cc","Third Party insurance","Manual","80,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Kolkata"
2739,"2018 Hyundai Elantra 2.0 SX Option AT","₹ 15 Lakh","2018","1999 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","149.92bhp",5,"14.62 kmpl","Sedan","Kolkata"
2752,"2020 Honda City V CVT","₹ 12.50 Lakh","2020","1497 cc","Third Party insurance","Automatic","10,000 Kms","First Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Kolkata"
2771,"2018 Hyundai Creta 1.6 SX Automatic Diesel","₹ 8.50 Lakh","2018","1582 cc","Third Party insurance","Automatic","60,000 Kms","Second Owner","Diesel","126.2bhp",5,"17.6 kmpl","SUV","Kolkata"
2775,"2020 Tata Tiago XZ","₹ 4.37 Lakh","2020","1199 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","84.82bhp",5,"20.09 kmpl","Hatchback","Kolkata"
2777,"2018 Tata Nexon KRAZ","₹ 5.75 Lakh","2018","1198 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Kolkata"
2795,"2018 Maruti Ertiga BSIV VXI AT","₹ 8.75 Lakh","2018","1373 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Petrol","91.1bhp",7,"17.03 kmpl","MUV","Kolkata"
2815,"2019 Maruti Alto 800 LXI","₹ 3.30 Lakh","2019","796 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Kolkata"
2832,"2018 Hyundai Verna VTVT 1.6 SX Option","₹ 8.80 Lakh","2018","1591 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Kolkata"
2833,"2018 Hyundai Verna VTVT 1.6 SX Option","₹ 8.60 Lakh","2018","1591 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Kolkata"
2851,"2018 Mahindra XUV500 W11 BSIV","₹ 12.50 Lakh","2018","2179 cc","Third Party insurance","Manual","70,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Kolkata"
2852,"2020 Hyundai Aura SX Option","₹ 6.91 Lakh","2020","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.86bhp",5,"20.5 kmpl","Sedan","Kolkata"
2870,"2020 Honda City ZX CVT","₹ 8.50 Lakh","2020","1497 cc","Third Party insurance","Automatic","30,000 Kms","Second Owner","Petrol","117.6bhp",5,"17.4 kmpl","Sedan","Kolkata"
2871,"2020 Datsun RediGO 1.0 T Option","₹ 3.54 Lakh","2020","999 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","67.05bhp",5,"21.7 kmpl","Hatchback","Kolkata"
2872,"2018 Maruti Wagon R VXI Optional","₹ 4.50 Lakh","2018","998 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","67.04bhp",5,"20.51 kmpl","Hatchback","Kolkata"
2891,"2020 Renault Triber RXZ BSVI","₹ 5.50 Lakh","2020","999 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","71.01bhp",7,"20 kmpl","MUV","Kolkata"
2924,"2018 Jeep Compass 2.0 Limited Plus BSIV","₹ 14 Lakh","2018","1956 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","170.63bhp",5,"17.1 kmpl","SUV","Kolkata"
2934,"2019 Hyundai i20 Sportz Plus BSIV","₹ 6 Lakh","2019","1197 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","81.86bhp",5,"18.6 kmpl","Hatchback","Kolkata"
2936,"2019 Hyundai Creta 1.6 CRDi SX","₹ 13.50 Lakh","2019","1582 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Diesel","126.2bhp",5,"19.67 kmpl","SUV","Kolkata"
2937,"2018 Hyundai Verna VTVT 1.6 SX Option","₹ 9 Lakh","2018","1591 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Kolkata"
2948,"2020 Mahindra Marazzo M6 Plus 8Str BSVI","₹ 12.50 Lakh","2020","1497 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","120.96bhp",8,"17.3 kmpl","MUV","Kolkata"
2953,"2018 Hyundai Verna VTVT 1.6 SX","₹ 8 Lakh","2018","1591 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Kolkata"
2955,"2018 Hyundai Grand i10 1.2 CRDi Magna","₹ 4.30 Lakh","2018","1186 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Diesel","73.97bhp",5,"24 kmpl","Hatchback","Kolkata"
2961,"2018 Mahindra Ssangyong Rexton RX7","₹ 14.50 Lakh","2018","2696 cc","Third Party insurance","Automatic","50,000 Kms","First Owner","Diesel","184bhp",7,"11.18 kmpl","SUV","Kolkata"
2963,"2018 Maruti Alto 800 LXI","₹ 2.80 Lakh","2018","796 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","47.3bhp",5,"24.7 kmpl","Hatchback","Kolkata"
2964,"2020 Kia Seltos GTX Plus DCT","₹ 16 Lakh","2020","1353 cc","Third Party insurance","Automatic","40,000 Kms","Second Owner","Petrol","138.08bhp",5,"16.5 kmpl","SUV","Kolkata"
2967,"2019 Maruti Eeco 7 Seater Standard BSIV","₹ 4.30 Lakh","2019","1196 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","73bhp",7,"15.37 kmpl","Minivans","Kolkata"
2969,"2018 Hyundai Verna VTVT 1.6 SX","₹ 8 Lakh","2018","1591 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Kolkata"
2970,"2020 Hyundai Creta SX BSVI","₹ 12 Lakh","2020","1497 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","113.18bhp",5,"","SUV","Kolkata"
2972,"2020 Maruti S-Presso VXI Plus 2019-2022","₹ 4.50 Lakh","2020","998 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","65.71bhp",5,"21.7 kmpl","Hatchback","Kolkata"
2973,"2020 Maruti S-Presso VXI Plus 2019-2022","₹ 4 Lakh","2020","998 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","65.71bhp",5,"21.7 kmpl","Hatchback","Kolkata"
2974,"2020 Maruti Alto 800 LXI","₹ 3.45 Lakh","2020","796 cc","Third Party insurance","Manual","10,000 Kms","First Owner","Petrol","47.33bhp",5,"22.05 kmpl","Hatchback","Kolkata"
2984,"2018 Mahindra XUV500 W4","₹ 9.50 Lakh","2018","2179 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Diesel","140bhp",7,"16 kmpl","SUV","Kolkata"
2985,"2018 Hyundai Creta 1.6 SX","₹ 7.50 Lakh","2018","1591 cc","Third Party insurance","Manual","30,000 Kms","First Owner","Petrol","121.3bhp",5,"15.8 kmpl","SUV","Kolkata"
2997,"2018 Honda City Edge Edition SV","₹ 8.10 Lakh","2018","1497 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","117.3bhp",5,"17.4 kmpl","Sedan","Kolkata"
3009,"2018 Renault KWID RXL","₹ 2.70 Lakh","2018","799 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","53.3bhp",5,"25.17 kmpl","Hatchback","Kolkata"
3021,"2018 Hyundai Verna VTVT 1.4 E","₹ 6.40 Lakh","2018","1368 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","98.6bhp",5,"19.1 kmpl","Sedan","Kolkata"
3022,"2018 Maruti Wagon R VXI BS IV","₹ 4 Lakh","2018","998 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","67.04bhp",5,"20.51 kmpl","Hatchback","Kolkata"
3023,"2019 MG Hector Sharp DCT","₹ 15 Lakh","2019","1451 cc","Third Party insurance","Automatic","30,000 Kms","First Owner","Petrol","141bhp",5,"13.96 kmpl","SUV","Kolkata"
3024,"2019 Mahindra Scorpio S3 9 Seater BSIV","₹ 8.50 Lakh","2019","2523 cc","Third Party insurance","Manual","50,000 Kms","Second Owner","Diesel","75bhp",9,"15.4 kmpl","SUV","Kolkata"
3031,"2019 Tata Nexon 1.2 Revotron XZ Plus","₹ 6.85 Lakh","2019","1198 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","108.5bhp",5,"17 kmpl","SUV","Kolkata"
3044,"2018 Mahindra XUV500 W11 BSIV","₹ 13 Lakh","2018","2179 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Kolkata"
3045,"2019 Kia Seltos GTX Plus DCT","₹ 14.50 Lakh","2019","1353 cc","Third Party insurance","Automatic","80,000 Kms","First Owner","Petrol","138.08bhp",5,"16.5 kmpl","SUV","Kolkata"
3050,"2019 Mahindra XUV500 W11 BSIV","₹ 12.50 Lakh","2019","2179 cc","Third Party insurance","Manual","60,000 Kms","Second Owner","Diesel","152.87bhp",7,"15.1 kmpl","SUV","Kolkata"
3051,"2020 Maruti Baleno DualJet Delta","₹ 6 Lakh","2020","1197 cc","Third Party insurance","Manual","50,000 Kms","First Owner","Petrol","88.50bhp",5,"23.87 kmpl","Hatchback","Kolkata"
3062,"2019 Maruti Wagon R ZXI 1.2","₹ 5.25 Lakh","2019","1197 cc","Third Party insurance","Manual","20,000 Kms","First Owner","Petrol","81.80bhp",5,"20.52 kmpl","Hatchback","Kolkata"
3064,"2019 Honda City i-VTEC ZX","₹ 9.50 Lakh","2019","1497 cc","Third Party insurance","Manual","40,000 Kms","First Owner","Petrol","117.6bhp",5,"17.14 kmpl","Sedan","Kolkata"
3081,"2020 Hyundai Verna VTVT 1.6 SX Option","₹ 8.70 Lakh","2020","1591 cc","Third Party insurance","Manual","60,000 Kms","First Owner","Petrol","121.3bhp",5,"17 kmpl","Sedan","Kolkata"
